HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:33	let graph = build_vit(&config).expect("failed to build ViT graph");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:49	.expect("analysis failed");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:99	let mut fused_graph = build_vit(&config).expect("failed to rebuild graph");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:103	.expect("attention fusion failed");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:108	.expect("FFN fusion failed");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:126	.expect("analysis failed");	Replace expect() with explicit error propagation and attach boundary-specific context.
CRITICAL	prospect	libs/general/prospect/src/bandit/mod.rs:612	Err(error) => panic!("failed to seed ChaCha8Rng from system RNG: {error}"),	Return a typed error with context instead of aborting the process from library code.
CRITICAL	prospect	libs/general/prospect/src/game_search/mod.rs:875	Err(error) => panic!("failed to seed ChaCha8Rng from system RNG: {error}"),	Return a typed error with context instead of aborting the process from library code.
HIGH	blindtime	libs/offensive/blindtime/examples/blind_sqli.rs:13	.expect("valid timing config");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	blindtime	libs/offensive/blindtime/examples/debug_bootstrap.rs:7	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	blindtime	libs/offensive/blindtime/examples/permutation_debug.rs:7	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
CRITICAL	blindtime	libs/offensive/blindtime/src/statistics/bootstrap.rs:161	Err(error) => panic!("failed to seed SmallRng from system RNG: {error}"),	Return a typed error with context instead of aborting the process from library code.
HIGH	interactsh	libs/offensive/interactsh/examples/basic.rs:24	let (mut socket, _) = listener.accept().await.expect("accept register");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	interactsh	libs/offensive/interactsh/examples/basic.rs:26	let _n = socket.read(&mut buf).await.expect("read request");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	interactsh	libs/offensive/interactsh/examples/basic.rs:30	.expect("write response");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:35	let hasher = MinHasher::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:43	black_box(hasher.compute_str(black_box(doc_short), 0).unwrap());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:49	black_box(hasher.compute_str(black_box(doc_medium), 0).unwrap());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:55	black_box(hasher.compute_str(black_box(&doc_long), 0).unwrap());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:69	let hasher = MinHasher::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:73	black_box(hasher.compute_str(black_box(&doc), 0).unwrap());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:85	let hasher = MinHasher::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:90	.map(|(i, doc)| hasher.compute_str(doc, i).unwrap())	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:95	let mut index = LshIndex::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:109	let hasher = MinHasher::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:114	let sig1 = hasher.compute_str(doc1, 0).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:115	let sig2 = hasher.compute_str(doc2, 1).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:138	let hasher = MinHasher::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:139	let mut index = LshIndex::new(&config).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/benches/minhash.rs:142	let sig = hasher.compute_str(doc, i).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	dedup	libs/performance/analysis/dedup/examples/basic.rs:23	let mut transformer = DedupTransformer::new(config).expect("Failed to create transformer");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	dedup	libs/performance/analysis/dedup/examples/basic_dedup.rs:23	let mut transformer = DedupTransformer::new(config).expect("Failed to create transformer");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	dedup	libs/performance/analysis/dedup/examples/streaming_dedup.rs:21	.expect("Failed to create transform")	Replace expect() with explicit error propagation and attach boundary-specific context.
CRITICAL	matchcorr	libs/performance/analysis/matchcorr/src/bloom.rs:53	panic!(	Return a typed error with context instead of aborting the process from library code.
HIGH	pyrograph	libs/performance/analysis/pyrograph/src/parse/go/visitor.rs:82	.expect("scope stack not empty")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	pyrograph	libs/performance/analysis/pyrograph/src/parse/js/mod.rs:428	let graph = parse_js(js, "test.js").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	pyrograph	libs/performance/analysis/pyrograph/src/parse/js/scope.rs:34	self.scopes.last_mut().unwrap()	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	pyrograph	libs/performance/analysis/pyrograph/src/parse/python/scope.rs:88	self.scopes.last_mut().expect("scope stack is initialized")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	encodex	libs/performance/compression/encodex/src/content_type.rs:331	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	encodex	libs/performance/compression/encodex/src/content_type.rs:345	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	encodex	libs/performance/compression/encodex/src/content_type.rs:353	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	encodex	libs/performance/compression/encodex/src/hex.rs:69	if let Ok(byte) = hashkit::hex::decode(std::str::from_utf8(&[c1, c2]).unwrap()) {	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	gpudeflate	libs/performance/compression/gpudeflate/benches/throughput.rs:8	encoder.write_all(payload).expect("gzip write");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	gpudeflate	libs/performance/compression/gpudeflate/benches/throughput.rs:9	encoder.finish().expect("gzip finish")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	gpudeflate	libs/performance/compression/gpudeflate/benches/throughput.rs:13	let decompressor = GpuDecompressor::new().expect("decompressor");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	gpudeflate	libs/performance/compression/gpudeflate/benches/throughput.rs:25	.expect("decompress")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	ziftsieve	libs/performance/compression/ziftsieve/benches/ziftsieve_bench.rs:80	ziftsieve::lz4::extract_literals(black_box(&compressed), 4 * 1024 * 1024).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	ziftsieve	libs/performance/compression/ziftsieve/benches/ziftsieve_bench.rs:89	lz4_flex::block::decompress(black_box(&compressed), data.len()).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	ziftsieve	libs/performance/compression/ziftsieve/benches/ziftsieve_bench.rs:107	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/benches/release_bench.rs:314	device_pointer: unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
HIGH	cudagrep	libs/performance/gpu/cudagrep/benches/release_bench.rs:321	.unwrap(),	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/benches/release_bench.rs:333	let ptr = unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
HIGH	cudagrep	libs/performance/gpu/cudagrep/benches/release_bench.rs:340	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/availability.rs:219	let cuda_lib = unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/availability.rs:228	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/batch.rs:25	let result = unsafe { (self.api.batch_io_setup)(batch_params, count) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/batch.rs:50	let result = unsafe { (self.api.batch_io_submit)(batch_params, count, handle, flags) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/batch.rs:86	let result = unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/batch.rs:109	let result = unsafe { (self.api.batch_io_cancel)(batch_id) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:34	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:71	let result = unsafe { (self.api.driver_open)() };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:86	let result = unsafe { (self.api.driver_close)() };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:101	let result = unsafe { (self.api.driver_set_max_pinned_mem_size)(size) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:116	let result = unsafe { (self.api.driver_set_max_cache_size)(size) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:131	let symbol = unsafe { library.get::<T>(symbol)? };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:141	let symbol = unsafe { library.get::<T>(symbol).ok()? };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/init.rs:183	let status = unsafe { get_version(std::ptr::addr_of_mut!(raw_version)) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/read.rs:51	unsafe { (self.api.buf_register)(device_ptr.as_mut_ptr().cast_const(), size, 0) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/read.rs:67	let result = unsafe { (self.api.buf_deregister)(device_ptr.as_mut_ptr().cast_const()) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/read.rs:90	let result = unsafe { (self.api.handle_register)(&raw mut handle, &raw mut descriptor) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/read.rs:109	let result = unsafe { (self.api.handle_deregister)(handle) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/cufile/library/read.rs:142	let result = unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	cudagrep	libs/performance/gpu/cudagrep/src/hardware/dma.rs:305	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
HIGH	gpudecode	libs/performance/gpu/gpudecode/src/cpu.rs:130	let hi = hex_value(input[read_cursor]).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	gpudecode	libs/performance/gpu/gpudecode/src/cpu.rs:131	let lo = hex_value(input[read_cursor + 1]).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
CRITICAL	flashsieve	libs/performance/indexing/flashsieve/benches/filter_throughput.rs:40	let mut bloom = NgramBloom::new(BLOOM_BITS).unwrap_or_else(|error| panic!("{error}"));	Return a typed error with context instead of aborting the process from library code.
CRITICAL	flashsieve	libs/performance/indexing/flashsieve/benches/filter_throughput.rs:49	NgramBloom::from_block(&block, BLOOM_BITS).unwrap_or_else(|error| panic!("{error}"));	Return a typed error with context instead of aborting the process from library code.
CRITICAL	flashsieve	libs/performance/indexing/flashsieve/benches/filter_throughput.rs:73	.unwrap_or_else(|error| panic!("{error}"));	Return a typed error with context instead of aborting the process from library code.
CRITICAL	flashsieve	libs/performance/indexing/flashsieve/benches/filter_throughput.rs:102	.unwrap_or_else(|error| panic!("{error}"));	Return a typed error with context instead of aborting the process from library code.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:51	let mut bloom = NgramBloom::new(size).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:68	let mut bloom = NgramBloom::new(size).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:93	let mut bloom = NgramBloom::new(size).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:116	let mut bloom = NgramBloom::new(size).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:180	let bloom = NgramBloom::from_block(data, 8192).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:250	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
